$Data, $aa, $acap, $aexp, $b, $cplx, $docu, $etat, $flex, $kloc, $ltex, $pcap, $pcon, $plex, $pmat, $pr, $prec, $pvol, $rely, $resl, $ruse, $sced, $site, $stor, $team, $time, $tool, <effort, <months, <defects, <risks
2.677, 1.589, 4.129, 4.37, 9.048, 2.52, 3.865, 2.364, 1.052, 257.162, 3.718, 4.715, 2.443, 1.81, 2.769, 3.667, 4.373, 2.903, 1.086, 3.5, 2.166, 3.0, 2.206, 3.323, 1.442, 3.299, 2.0, 437.841, 23.839, 6719.746, 2.413
3.162, 3.868, 3.441, 4.675, 7.385, 3.118, 1.173, 4.676, 1.554, 80.567, 3.256, 4.319, 1.132, 1.847, 2.032, 2.005, 1.106, 3.341, 3.422, 3.669, 2.102, 3.0, 4.756, 3.319, 1.204, 3.061, 2.0, 159.713, 17.993, 3015.747, 0.0
2.196, 2.466, 3.907, 3.611, 7.497, 3.814, 2.892, 5.148, 3.758, 37.69, 1.486, 3.701, 1.813, 3.398, 2.525, 2.162, 1.674, 2.625, 2.823, 3.413, 2.242, 3.0, 4.632, 3.129, 1.887, 3.183, 2.0, 109.351, 15.638, 934.94, 0.268
4.849, 5.733, 3.743, 4.603, 6.036, 2.898, 2.439, 2.548, 1.167, 317.358, 1.628, 3.326, 2.118, 3.264, 2.831, 2.24, 2.273, 2.191, 2.731, 3.307, 5.959, 3.0, 5.291, 3.856, 2.166, 3.78, 2.0, 1450.459, 35.469, 12556.541, 0.268
3.475, 4.853, 3.153, 2.409, 3.073, 2.139, 2.864, 3.684, 4.196, 314.157, 1.092, 3.873, 3.334, 2.144, 2.741, 5.609, 1.789, 4.915, 1.418, 3.111, 3.885, 3.0, 3.945, 3.521, 2.851, 3.023, 2.0, 1833.341, 36.559, 14400.047, 1.34
3.242, 2.855, 3.03, 2.224, 9.913, 2.468, 4.35, 3.301, 1.761, 26.616, 2.379, 4.345, 1.439, 3.069, 2.297, 2.252, 3.226, 2.276, 3.466, 4.166, 5.567, 3.0, 4.613, 3.173, 1.983, 3.067, 2.0, 190.012, 18.618, 869.068, 0.536
4.905, 4.963, 3.745, 2.228, 7.245, 1.695, 1.345, 2.792, 1.268, 152.532, 3.504, 4.752, 3.251, 3.559, 2.929, 3.248, 2.575, 4.374, 3.42, 1.475, 5.473, 3.0, 5.02, 3.985, 4.227, 3.462, 2.0, 549.62, 25.927, 4512.319, 0.536
4.76, 1.987, 4.414, 3.858, 3.603, 3.898, 2.543, 4.688, 1.575, 37.995, 2.676, 3.311, 4.937, 1.619, 2.887, 3.399, 3.463, 3.884, 1.675, 2.887, 3.129, 3.0, 2.606, 3.229, 2.704, 3.048, 2.0, 121.149, 16.046, 1108.371, 1.609
4.872, 1.134, 4.663, 4.003, 8.958, 3.428, 1.738, 3.569, 4.384, 312.207, 2.44, 3.08, 2.073, 1.863, 2.272, 5.236, 1.411, 4.484, 1.015, 1.22, 3.77, 3.0, 5.42, 3.72, 4.305, 3.413, 2.0, 899.063, 29.471, 22265.426, 1.609
3.964, 5.883, 4.726, 3.282, 3.954, 3.954, 2.718, 2.004, 3.24, 184.708, 1.682, 4.977, 3.27, 1.557, 2.861, 2.357, 1.437, 2.306, 2.042, 2.565, 4.181, 3.0, 2.9, 3.523, 3.879, 3.709, 2.0, 647.786, 26.547, 9105.866, 1.072
3.137, 4.014, 3.87, 2.596, 8.273, 2.259, 1.331, 4.321, 2.302, 62.252, 2.271, 4.305, 3.88, 2.509, 2.594, 1.308, 1.703, 4.752, 2.667, 1.717, 5.849, 3.0, 5.851, 3.726, 4.968, 3.803, 2.0, 203.483, 18.744, 1845.922, 0.536
2.552, 1.815, 3.494, 3.807, 7.806, 2.511, 4.38, 3.802, 2.158, 319.931, 1.795, 3.901, 3.93, 2.172, 2.202, 5.986, 1.781, 4.599, 3.965, 2.892, 3.289, 3.0, 1.561, 3.817, 3.793, 3.104, 2.0, 2326.116, 39.207, 7915.344, 0.268
4.049, 2.116, 4.631, 3.143, 3.581, 1.834, 3.773, 5.631, 3.977, 332.53, 1.033, 4.979, 1.435, 1.355, 2.402, 2.89, 4.173, 2.316, 1.267, 2.707, 5.085, 3.0, 3.545, 3.956, 2.232, 3.461, 2.0, 1697.587, 35.276, 10847.84, 3.217
2.764, 2.56, 3.988, 4.667, 9.711, 1.834, 3.367, 2.866, 4.289, 45.658, 1.929, 3.51, 3.737, 3.245, 2.593, 3.009, 2.239, 3.528, 1.957, 3.965, 3.857, 3.0, 3.131, 3.001, 3.969, 3.486, 2.0, 125.478, 15.743, 799.046, 1.34
4.945, 5.12, 3.879, 2.509, 3.457, 3.559, 2.93, 5.039, 3.87, 98.429, 3.948, 4.732, 2.391, 1.05, 2.196, 3.598, 4.145, 4.139, 1.721, 2.112, 5.981, 3.0, 2.052, 3.094, 4.921, 3.967, 2.0, 605.521, 25.223, 3583.82, 1.609
4.43, 4.392, 4.201, 4.094, 7.493, 3.268, 3.881, 2.02, 1.839, 260.631, 3.19, 4.474, 1.963, 3.6, 2.993, 3.469, 2.17, 4.108, 1.659, 2.87, 4.588, 3.0, 1.795, 3.675, 4.341, 3.123, 2.0, 852.84, 29.031, 10266.665, 2.145
4.147, 5.192, 4.374, 4.714, 9.811, 1.197, 4.084, 5.334, 1.259, 238.435, 2.994, 4.619, 4.343, 1.052, 2.336, 1.903, 2.309, 3.025, 3.472, 4.068, 3.911, 3.0, 2.31, 3.558, 4.818, 3.665, 2.0, 757.194, 27.763, 1135.675, 1.072
4.069, 1.091, 3.583, 2.289, 6.315, 1.821, 1.15, 5.75, 2.053, 23.595, 1.408, 4.046, 3.354, 3.289, 2.474, 5.871, 1.807, 3.584, 1.199, 4.382, 5.359, 3.0, 3.467, 3.212, 1.062, 3.443, 2.0, 93.709, 15.132, 1163.737, 2.681
4.292, 3.518, 3.097, 2.349, 3.794, 1.298, 2.157, 3.751, 1.898, 258.776, 3.087, 3.114, 2.101, 1.79, 2.364, 2.65, 4.046, 3.652, 1.499, 2.546, 2.316, 3.0, 5.031, 3.523, 4.812, 3.729, 2.0, 682.798, 26.72, 5757.089, 1.072
2.249, 4.766, 4.806, 2.436, 9.834, 3.046, 1.024, 4.845, 4.658, 322.993, 2.404, 3.491, 2.599, 2.202, 2.703, 1.408, 4.018, 3.142, 3.085, 2.201, 5.889, 3.0, 1.496, 3.765, 4.081, 3.156, 2.0, 1494.334, 32.918, 12608.524, 0.0
3.259, 2.417, 4.019, 2.448, 6.842, 2.347, 1.826, 4.614, 4.029, 91.094, 1.744, 4.327, 2.479, 2.783, 2.655, 5.383, 1.454, 4.409, 1.283, 2.848, 3.483, 3.0, 2.664, 3.24, 2.211, 3.183, 2.0, 380.936, 22.901, 6679.802, 2.145
4.051, 4.643, 4.636, 2.828, 9.818, 1.295, 2.455, 1.865, 4.46, 267.492, 3.965, 4.212, 4.486, 2.698, 2.781, 2.778, 3.998, 3.477, 1.246, 1.677, 5.385, 3.0, 2.918, 3.537, 4.25, 3.015, 2.0, 610.056, 25.034, 5435.732, 3.217
2.538, 4.373, 4.93, 3.862, 5.752, 3.498, 1.977, 1.854, 3.079, 63.23, 2.577, 3.692, 2.705, 3.612, 2.304, 1.737, 1.62, 4.862, 1.739, 1.412, 5.984, 3.0, 5.318, 3.11, 1.687, 3.242, 2.0, 171.61, 18.343, 5554.523, 1.609
2.354, 5.222, 4.01, 3.612, 5.89, 1.556, 4.217, 5.953, 3.155, 153.407, 1.687, 3.285, 3.504, 3.496, 2.858, 4.723, 3.349, 3.716, 1.051, 1.895, 3.898, 3.0, 4.943, 3.258, 4.643, 3.268, 2.0, 357.216, 21.654, 640.745, 2.413
3.943, 1.005, 3.263, 2.643, 7.179, 3.803, 1.961, 2.997, 3.675, 44.658, 2.805, 4.356, 2.688, 3.769, 2.801, 3.58, 1.006, 4.846, 1.648, 1.124, 3.369, 3.0, 3.198, 3.493, 4.144, 3.211, 2.0, 228.484, 19.764, 4856.72, 1.609
3.609, 2.52, 4.99, 2.185, 7.49, 2.267, 1.988, 4.261, 4.779, 36.457, 3.149, 4.406, 3.816, 3.984, 2.469, 3.866, 1.497, 2.482, 1.591, 1.103, 4.102, 3.0, 4.596, 3.85, 2.636, 3.791, 2.0, 69.943, 13.556, 1221.796, 2.145
2.934, 3.332, 4.251, 2.604, 7.274, 1.654, 1.086, 4.323, 3.886, 212.551, 3.875, 4.722, 2.641, 3.744, 2.911, 2.858, 1.167, 4.659, 1.191, 2.456, 5.75, 3.0, 3.854, 3.267, 3.2, 3.207, 2.0, 459.64, 24.013, 10677.664, 3.217
2.255, 1.317, 4.986, 4.944, 7.981, 1.57, 1.454, 5.818, 2.283, 270.234, 2.862, 4.574, 2.878, 3.998, 2.638, 3.326, 4.513, 3.98, 1.724, 3.673, 3.392, 3.0, 3.006, 3.628, 2.77, 3.53, 2.0, 398.04, 22.674, 1945.294, 3.217
2.436, 4.322, 4.441, 4.824, 6.24, 2.3, 3.735, 1.132, 2.248, 244.139, 3.229, 4.891, 2.579, 2.365, 2.336, 4.77, 2.97, 4.365, 1.102, 1.996, 4.753, 3.0, 1.707, 3.404, 1.527, 3.657, 2.0, 1022.768, 31.541, 14819.555, 2.681
4.569, 3.399, 4.388, 4.343, 6.594, 3.89, 3.687, 2.921, 1.637, 120.126, 1.132, 4.663, 2.04, 2.369, 2.3, 3.271, 2.335, 2.133, 2.146, 2.84, 5.809, 3.0, 4.318, 3.459, 1.612, 3.229, 2.0, 541.168, 25.826, 7753.205, 1.072
3.45, 5.091, 4.541, 3.864, 5.731, 3.339, 4.492, 3.227, 1.579, 31.754, 3.512, 3.761, 4.524, 3.152, 2.4, 1.186, 3.587, 3.576, 2.172, 4.274, 3.345, 3.0, 1.456, 3.093, 3.644, 3.016, 2.0, 152.558, 16.689, 300.735, 0.536
2.482, 4.037, 3.504, 4.827, 9.664, 1.776, 1.356, 2.42, 4.002, 266.009, 2.339, 3.034, 2.455, 2.074, 2.632, 2.914, 4.399, 2.699, 3.648, 2.543, 5.575, 3.0, 4.344, 3.773, 2.118, 3.42, 2.0, 711.926, 27.044, 9221.849, 0.0
3.342, 3.306, 4.639, 2.242, 5.391, 2.047, 4.351, 4.704, 3.858, 39.578, 1.496, 4.532, 1.948, 3.817, 2.104, 3.264, 1.801, 3.591, 1.177, 2.114, 3.042, 3.0, 4.334, 3.688, 4.291, 3.252, 2.0, 141.248, 16.737, 753.208, 2.145
3.597, 2.768, 3.678, 2.233, 3.911, 2.855, 3.789, 2.697, 1.768, 127.032, 1.214, 3.235, 1.581, 2.45, 2.258, 3.765, 1.72, 4.354, 2.594, 1.383, 4.304, 3.0, 3.495, 3.964, 4.264, 3.974, 2.0, 1174.325, 32.876, 15124.09, 0.268
3.872, 2.939, 3.498, 2.739, 6.366, 1.975, 1.645, 2.576, 1.701, 128.97, 2.159, 4.611, 3.869, 3.746, 2.293, 3.528, 4.725, 4.355, 3.418, 4.557, 3.495, 3.0, 4.426, 3.635, 2.806, 3.239, 2.0, 318.268, 20.92, 1756.835, 0.536
2.403, 2.994, 4.038, 3.436, 9.16, 2.042, 1.119, 4.848, 4.432, 108.264, 2.631, 4.601, 4.285, 3.202, 2.077, 3.23, 1.004, 4.971, 1.349, 2.444, 2.206, 3.0, 3.644, 3.169, 2.905, 3.744, 2.0, 181.506, 18.293, 3002.532, 2.145
3.001, 5.182, 4.444, 2.097, 5.461, 3.38, 1.752, 1.818, 3.27, 144.42, 3.802, 4.763, 4.181, 2.13, 2.877, 3.053, 2.852, 3.604, 3.421, 3.33, 3.753, 3.0, 5.457, 3.119, 3.006, 3.052, 2.0, 213.329, 18.641, 2595.539, 0.0
3.386, 4.347, 3.108, 4.703, 4.807, 2.626, 4.766, 2.473, 3.132, 35.497, 1.891, 4.151, 1.559, 3.073, 2.648, 3.142, 3.46, 3.145, 2.547, 3.319, 3.084, 3.0, 1.538, 3.674, 4.918, 3.621, 2.0, 203.892, 18.129, 552.717, 0.536
3.171, 2.337, 4.26, 2.943, 6.106, 2.378, 4.917, 5.572, 3.236, 75.298, 3.511, 4.237, 1.595, 1.892, 2.994, 1.638, 3.913, 4.658, 2.666, 3.013, 3.823, 3.0, 3.742, 3.729, 3.861, 3.062, 2.0, 455.762, 23.328, 1252.98, 1.072
4.531, 5.469, 4.65, 2.074, 7.666, 3.838, 1.472, 5.06, 2.925, 180.977, 2.151, 3.284, 4.284, 3.818, 2.652, 4.672, 3.677, 2.871, 1.522, 3.624, 5.56, 3.0, 3.004, 3.802, 1.615, 3.119, 2.0, 598.48, 25.781, 4750.011, 2.145
3.876, 1.66, 3.714, 2.107, 7.652, 1.867, 3.194, 4.427, 3.115, 107.789, 2.752, 3.571, 2.78, 3.977, 2.733, 2.063, 1.995, 4.104, 3.886, 3.169, 5.836, 3.0, 4.369, 3.935, 1.726, 3.13, 2.0, 639.332, 27.087, 5605.395, 0.536
4.716, 4.325, 3.23, 3.843, 7.349, 1.292, 3.499, 3.904, 1.062, 368.735, 1.674, 4.575, 4.748, 3.998, 2.278, 5.554, 4.959, 2.514, 2.866, 1.197, 4.771, 3.0, 5.619, 3.606, 3.605, 3.091, 2.0, 617.859, 26.509, 1483.419, 1.072
3.584, 1.237, 3.382, 3.836, 3.783, 1.099, 1.461, 5.579, 4.216, 291.06, 3.094, 4.516, 4.641, 1.242, 2.376, 5.566, 1.627, 2.007, 3.204, 1.005, 3.837, 3.0, 5.815, 3.483, 1.873, 3.362, 2.0, 646.457, 27.444, 4295.694, 0.536
2.266, 1.195, 4.645, 2.804, 5.623, 2.842, 4.736, 5.447, 3.807, 316.201, 1.429, 4.021, 3.22, 2.08, 2.488, 2.46, 1.248, 4.312, 2.774, 1.105, 3.862, 3.0, 3.721, 3.366, 1.621, 3.939, 2.0, 1544.746, 36.163, 18804.094, 1.609
4.389, 2.469, 4.665, 4.579, 4.545, 1.976, 3.015, 1.247, 2.454, 191.05, 1.99, 3.75, 3.324, 1.16, 2.684, 4.444, 3.642, 2.571, 1.151, 1.513, 3.656, 3.0, 2.192, 3.38, 3.992, 3.797, 2.0, 610.984, 26.31, 9365.918, 2.413
4.037, 4.537, 4.885, 3.649, 7.851, 3.01, 2.2, 4.153, 3.74, 213.502, 3.9, 3.11, 2.092, 1.642, 2.246, 1.353, 2.777, 4.666, 3.039, 3.086, 2.654, 3.0, 3.21, 3.896, 3.002, 3.538, 2.0, 897.537, 29.261, 8690.08, 0.0
4.69, 2.126, 4.999, 4.807, 4.423, 3.51, 3.473, 4.032, 2.88, 334.32, 2.3, 4.335, 4.576, 1.597, 2.153, 3.551, 1.59, 4.669, 3.269, 2.533, 4.515, 3.0, 3.889, 3.625, 2.894, 3.266, 2.0, 1050.156, 31.276, 11363.983, 0.0
3.29, 2.154, 3.476, 2.244, 3.221, 3.37, 2.006, 2.858, 1.074, 375.761, 1.053, 3.266, 3.423, 2.341, 2.536, 3.122, 2.382, 4.869, 2.647, 3.312, 4.773, 3.0, 5.613, 3.164, 2.446, 3.564, 2.0, 2184.278, 39.952, 31784.095, 0.268
3.348, 3.294, 3.991, 4.646, 3.36, 2.895, 2.671, 1.224, 1.879, 68.465, 2.678, 3.043, 1.87, 1.918, 2.24, 4.426, 1.213, 2.28, 1.913, 3.094, 5.735, 3.0, 4.245, 3.072, 4.743, 3.777, 2.0, 239.493, 19.883, 3515.903, 1.072
2.573, 2.23, 4.763, 2.056, 8.763, 2.77, 1.476, 4.453, 4.027, 237.679, 3.88, 3.123, 1.812, 1.466, 2.47, 5.658, 4.515, 4.599, 2.696, 2.619, 3.387, 3.0, 5.839, 3.761, 1.224, 3.989, 2.0, 718.644, 27.36, 7859.778, 1.072
3.626, 4.159, 4.057, 2.446, 8.887, 1.881, 3.247, 4.326, 3.559, 63.957, 3.644, 3.77, 3.35, 2.853, 2.999, 1.089, 2.077, 2.034, 3.988, 1.83, 5.426, 3.0, 2.807, 3.573, 1.027, 3.206, 2.0, 333.179, 22.376, 2897.702, 1.34
3.749, 2.957, 3.224, 4.363, 5.993, 1.874, 3.585, 3.023, 1.921, 113.673, 1.3, 3.613, 1.792, 2.674, 2.98, 2.676, 2.551, 3.116, 1.421, 2.376, 5.318, 3.0, 2.929, 3.162, 4.538, 3.201, 2.0, 757.367, 28.053, 5414.572, 1.34
2.681, 2.602, 4.223, 2.92, 6.05, 1.416, 2.284, 1.004, 1.689, 345.187, 2.549, 4.921, 3.631, 1.977, 2.468, 2.905, 2.418, 3.663, 3.277, 4.337, 4.674, 3.0, 1.43, 3.592, 1.51, 3.256, 2.0, 1317.665, 32.881, 21438.396, 2.145
2.708, 2.495, 3.125, 2.733, 7.357, 2.198, 4.885, 3.451, 3.726, 268.294, 3.501, 4.122, 2.733, 2.395, 2.004, 2.435, 4.946, 4.696, 1.192, 4.663, 4.091, 3.0, 2.17, 3.048, 1.604, 3.387, 2.0, 892.46, 28.702, 8263.104, 2.413
4.828, 2.282, 4.712, 2.921, 9.304, 1.095, 2.095, 3.056, 1.481, 314.974, 1.464, 4.618, 3.355, 2.195, 2.21, 2.746, 3.275, 3.157, 3.404, 1.377, 3.8, 3.0, 3.267, 3.618, 1.602, 3.035, 2.0, 1254.629, 34.669, 19697.137, 1.609
3.397, 4.156, 3.825, 3.652, 9.105, 2.553, 4.314, 3.964, 4.824, 50.828, 3.439, 3.386, 4.471, 1.729, 2.509, 5.314, 1.366, 3.645, 2.875, 3.7, 5.097, 3.0, 1.102, 3.841, 1.743, 3.656, 2.0, 346.721, 21.896, 1871.744, 0.536
3.779, 2.25, 4.473, 2.829, 9.628, 2.34, 3.46, 3.132, 2.529, 27.045, 1.83, 3.036, 1.23, 1.172, 2.724, 4.679, 3.246, 3.265, 2.065, 4.409, 4.218, 3.0, 2.083, 3.31, 2.697, 3.802, 2.0, 271.057, 19.981, 1693.721, 0.804
2.672, 3.273, 4.21, 3.205, 5.925, 1.165, 4.341, 5.905, 2.852, 11.209, 2.862, 4.387, 2.049, 2.756, 2.302, 2.389, 3.21, 4.935, 2.795, 4.173, 4.707, 3.0, 5.565, 3.209, 3.94, 3.876, 2.0, 35.857, 10.83, 93.995, 2.145
2.762, 4.013, 3.093, 3.383, 8.766, 1.027, 1.788, 3.833, 4.479, 303.059, 1.159, 3.37, 1.613, 1.382, 2.379, 5.429, 2.957, 3.46, 2.215, 1.453, 3.435, 3.0, 1.531, 3.787, 4.209, 3.208, 2.0, 1145.065, 31.63, 22039.445, 0.268
4.996, 4.091, 4.019, 4.691, 3.662, 2.998, 2.224, 4.012, 3.527, 319.621, 3.623, 4.952, 1.192, 3.837, 2.44, 3.654, 2.611, 3.491, 3.546, 4.302, 3.769, 3.0, 3.779, 3.655, 2.534, 3.065, 2.0, 599.872, 25.39, 6283.445, 0.0
3.045, 2.185, 3.84, 3.679, 5.485, 2.966, 4.227, 5.64, 3.354, 185.093, 3.659, 3.352, 4.333, 3.563, 2.504, 4.201, 2.884, 3.904, 3.757, 1.788, 3.056, 3.0, 2.045, 3.316, 1.459, 3.93, 2.0, 864.789, 29.627, 3263.421, 0.268
2.103, 4.857, 4.102, 4.785, 4.336, 3.605, 4.238, 1.71, 2.892, 160.954, 3.323, 4.367, 1.563, 3.335, 2.922, 1.742, 4.261, 4.741, 2.154, 1.363, 5.348, 3.0, 1.167, 3.932, 3.865, 3.211, 2.0, 725.939, 27.065, 6085.107, 1.072
4.656, 3.834, 4.616, 2.421, 7.558, 1.089, 1.661, 5.231, 4.489, 211.329, 1.388, 3.364, 3.452, 1.002, 2.91, 1.285, 4.282, 2.18, 3.167, 2.811, 5.284, 3.0, 2.226, 3.951, 3.523, 3.744, 2.0, 836.79, 27.457, 5966.414, 0.804
2.882, 3.786, 4.535, 2.033, 5.625, 2.593, 1.457, 1.353, 1.018, 75.235, 2.125, 3.98, 2.841, 3.633, 2.693, 2.838, 3.173, 2.761, 1.504, 4.339, 3.827, 3.0, 1.698, 3.61, 1.255, 3.025, 2.0, 308.306, 21.432, 4785.636, 2.681
2.436, 5.461, 3.644, 2.007, 3.78, 3.606, 2.289, 3.615, 2.89, 161.074, 3.368, 3.842, 1.374, 1.882, 2.8, 4.924, 2.524, 3.449, 3.851, 3.371, 4.599, 3.0, 3.09, 3.642, 4.827, 3.457, 2.0, 845.678, 27.97, 4961.073, 0.0
3.44, 4.264, 4.026, 3.323, 5.937, 2.207, 1.979, 2.893, 3.671, 159.842, 1.504, 4.904, 2.531, 1.062, 2.426, 2.149, 2.569, 3.741, 1.846, 3.849, 3.382, 3.0, 4.802, 3.963, 1.266, 3.349, 2.0, 551.116, 25.727, 9150.742, 2.145
2.661, 4.784, 3.209, 3.968, 3.142, 2.724, 3.914, 1.667, 4.193, 199.611, 2.786, 3.639, 2.648, 1.365, 2.315, 1.713, 2.287, 4.58, 3.277, 2.321, 3.474, 3.0, 1.045, 3.472, 2.896, 3.27, 2.0, 1251.924, 32.488, 16734.969, 0.268
2.174, 3.681, 4.396, 4.572, 8.732, 3.141, 1.324, 3.813, 1.091, 36.414, 2.136, 4.384, 1.679, 1.269, 2.509, 1.805, 3.967, 2.392, 3.588, 2.467, 5.868, 3.0, 2.628, 3.241, 2.109, 3.658, 2.0, 189.737, 18.269, 2076.629, 0.0
4.142, 2.445, 4.774, 4.873, 9.944, 1.738, 4.323, 2.521, 1.253, 97.351, 1.255, 3.068, 2.44, 1.598, 2.302, 3.299, 4.752, 3.832, 2.514, 1.36, 3.402, 3.0, 5.848, 3.903, 2.613, 3.659, 2.0, 382.986, 22.881, 1909.342, 1.34
4.694, 1.647, 4.469, 3.43, 6.677, 1.76, 1.46, 5.901, 1.741, 28.522, 3.857, 4.104, 3.278, 1.213, 2.912, 5.119, 1.213, 4.634, 2.935, 1.667, 2.6, 3.0, 4.177, 3.444, 4.619, 3.907, 2.0, 99.681, 15.289, 529.397, 2.145
2.919, 5.892, 4.198, 2.948, 7.299, 1.524, 3.198, 5.39, 4.257, 281.257, 2.264, 4.579, 3.172, 3.514, 2.398, 3.266, 4.992, 2.347, 1.311, 2.48, 5.771, 3.0, 5.902, 3.932, 2.588, 3.192, 2.0, 594.81, 25.074, 1567.109, 3.217
4.935, 3.38, 3.015, 3.582, 8.342, 3.285, 1.709, 5.145, 2.022, 368.606, 2.823, 4.208, 4.146, 1.821, 2.844, 3.521, 4.296, 3.155, 3.253, 4.888, 3.2, 3.0, 1.995, 3.592, 2.324, 3.468, 2.0, 1291.435, 31.765, 6055.924, 0.268
3.162, 1.065, 3.095, 2.241, 9.112, 3.553, 2.633, 1.121, 1.812, 74.885, 3.174, 3.723, 2.042, 2.842, 2.519, 1.322, 3.863, 3.953, 2.381, 4.319, 2.934, 3.0, 4.825, 3.123, 3.282, 3.149, 2.0, 275.728, 20.269, 3823.952, 0.0
3.301, 3.607, 3.444, 2.97, 8.056, 2.914, 4.035, 4.322, 1.381, 211.766, 1.352, 4.445, 2.498, 3.425, 2.969, 1.354, 4.845, 4.488, 1.429, 1.108, 2.206, 3.0, 1.755, 3.155, 3.721, 3.221, 2.0, 1447.132, 34.286, 4810.496, 1.609
3.272, 3.804, 3.126, 3.726, 4.377, 2.637, 4.997, 1.227, 3.871, 78.532, 3.253, 4.132, 2.613, 3.471, 2.578, 5.244, 2.856, 2.32, 3.478, 2.771, 4.575, 3.0, 2.215, 3.22, 3.611, 3.733, 2.0, 473.501, 23.766, 1701.182, 0.0
3.495, 3.977, 4.122, 3.564, 3.293, 3.824, 2.238, 4.338, 2.449, 138.114, 3.122, 3.615, 1.756, 3.074, 2.558, 1.905, 3.199, 2.502, 1.594, 2.998, 2.284, 3.0, 3.676, 3.422, 2.535, 3.4, 2.0, 402.258, 23.145, 4332.687, 1.609
2.594, 1.121, 3.822, 4.523, 7.475, 3.039, 3.747, 5.478, 4.933, 107.401, 3.005, 4.065, 4.47, 1.498, 2.258, 4.108, 1.651, 4.51, 3.439, 4.842, 3.654, 3.0, 4.725, 3.629, 2.202, 3.336, 2.0, 279.599, 20.268, 1514.85, 0.0
2.59, 4.779, 4.402, 4.814, 9.933, 3.319, 4.043, 2.786, 2.858, 46.566, 3.163, 3.369, 3.79, 2.712, 2.901, 1.23, 4.83, 3.707, 3.033, 2.63, 5.31, 3.0, 1.988, 3.9, 2.453, 3.525, 2.0, 279.436, 20.393, 954.787, 0.268
3.881, 2.215, 4.932, 2.524, 4.045, 1.995, 1.687, 1.725, 1.216, 210.609, 3.988, 4.054, 1.25, 1.546, 2.899, 2.058, 2.972, 2.734, 1.336, 4.117, 5.052, 3.0, 1.583, 3.244, 1.445, 3.109, 2.0, 1064.715, 31.454, 25648.566, 4.29
2.282, 3.931, 4.101, 2.25, 4.279, 3.336, 3.974, 3.153, 2.483, 155.056, 3.749, 4.656, 2.879, 1.981, 2.114, 1.607, 2.058, 2.221, 3.343, 4.731, 2.239, 3.0, 2.746, 3.159, 3.472, 3.503, 2.0, 416.668, 22.954, 2378.796, 0.0
3.013, 4.028, 4.274, 2.16, 3.346, 2.599, 1.014, 5.132, 3.283, 115.076, 3.84, 4.146, 4.923, 2.258, 2.64, 2.55, 4.184, 3.092, 1.36, 1.206, 2.161, 3.0, 5.786, 3.826, 3.814, 3.965, 2.0, 123.009, 15.922, 1072.235, 2.145
2.558, 1.1, 3.013, 4.887, 9.467, 3.836, 4.163, 4.229, 1.631, 178.678, 2.67, 3.644, 3.163, 2.493, 2.111, 1.115, 4.496, 2.723, 1.349, 2.588, 4.166, 3.0, 3.65, 3.011, 1.625, 3.892, 2.0, 496.261, 25.404, 7014.962, 1.072
2.843, 2.554, 3.959, 3.345, 6.206, 1.443, 3.304, 5.183, 1.467, 269.078, 3.013, 3.358, 3.007, 3.496, 2.433, 1.672, 1.186, 3.571, 2.22, 4.03, 5.192, 3.0, 3.809, 3.587, 4.027, 3.483, 2.0, 1016.522, 30.993, 5319.981, 0.0
3.993, 5.243, 4.069, 2.884, 9.059, 1.508, 1.871, 5.257, 2.392, 310.3, 3.709, 4.98, 4.529, 3.468, 2.379, 5.548, 4.952, 2.688, 2.115, 2.006, 3.181, 3.0, 3.369, 3.609, 1.487, 3.64, 2.0, 462.271, 24.047, 1898.645, 2.681
3.007, 1.42, 3.415, 4.283, 6.325, 2.298, 4.976, 2.208, 2.422, 26.247, 1.283, 3.072, 4.536, 2.543, 2.738, 1.399, 2.563, 2.297, 1.443, 3.306, 4.677, 3.0, 2.786, 3.932, 3.123, 3.736, 2.0, 118.271, 15.822, 1031.106, 1.34
4.599, 1.561, 4.906, 3.206, 5.206, 2.906, 1.813, 2.913, 1.076, 144.591, 1.63, 4.394, 2.076, 2.352, 2.161, 4.328, 2.809, 3.816, 3.71, 1.633, 3.882, 3.0, 1.256, 3.339, 1.536, 3.194, 2.0, 1401.31, 35.232, 21045.535, 0.536
3.221, 5.733, 3.187, 2.453, 8.874, 3.333, 1.391, 5.521, 4.084, 319.417, 2.457, 4.836, 4.164, 1.046, 2.025, 4.172, 1.865, 4.485, 2.266, 2.99, 5.176, 3.0, 2.01, 3.218, 4.97, 3.805, 2.0, 1920.103, 36.392, 10386.956, 0.536
2.723, 4.688, 4.236, 4.479, 9.929, 3.88, 2.169, 1.057, 2.166, 103.215, 3.107, 3.495, 1.758, 1.004, 2.676, 4.722, 3.087, 2.181, 3.977, 3.578, 2.671, 3.0, 4.987, 3.445, 4.402, 3.865, 2.0, 348.977, 21.639, 1557.221, 0.0
2.51, 3.797, 4.168, 3.027, 9.511, 2.263, 3.322, 1.467, 4.354, 304.319, 3.51, 3.263, 3.843, 3.378, 2.5, 4.767, 3.949, 3.649, 1.247, 3.95, 5.831, 3.0, 5.457, 3.506, 4.057, 3.156, 2.0, 571.789, 24.384, 3757.927, 1.609
